unit_name,faction,Unit Type,health,save,ward,keywords,weapon_name,weapon_type,attacks,hit,wound,rend,damage,range,ability,Points,Unit Size,move,control,Loadout,Weapon Models,Bought With,warscroll_abilities,rules_source
Maneaters,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,OGOR MAWTRIBES,DESTRUCTION,OGOR",Maneater Weapons,melee,4,4,2,1,2,,-,180,3,6,2,Default,3,,"Been There, Done That [Activated · Once Per Turn (Army), Reaction: This unit was picked to be the target of a non-Core ability]",Ogor Mawtribes - Library.cat#f4ef-9156-1fd1-4b91
Mantrapper,Ogor Mawtribes,Infantry Hunter,8,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES,BEASTCLAW RAIDERS",Mantrap Launcher,ranged,4,3,3,1,2,15,Crit (Auto-wound),130,1,6,3,Default,1,,"Mantrapper's Accomplices [Passive] | Just a Little Closer... [Activated · Once Per Turn (Army), Start of Battle Round] | Trapped! [Activated · Once Per Turn (Army), Any Shooting Phase]",Ogor Mawtribes - Library.cat#9167-b1ce-996d-5d19
Mantrapper,Ogor Mawtribes,Infantry Hunter,8,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES,BEASTCLAW RAIDERS",Mantrapper’s Hunting Knife,melee,4,4,2,1,2,,-,130,1,6,3,Default,1,,"Mantrapper's Accomplices [Passive] | Just a Little Closer... [Activated · Once Per Turn (Army), Start of Battle Round] | Trapped! [Activated · Once Per Turn (Army), Any Shooting Phase]",Ogor Mawtribes - Library.cat#9167-b1ce-996d-5d19
Mournfang Pack,Ogor Mawtribes,Cavalry,6,4,,"CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,MUSICIAN (1/4),STANDARD BEARER (1/4),CAVALRY,BEASTCLAW RAIDERS",Mournfang Rider Weapon,melee,3,4,2,1,2,,Anti-**^^Cavalry^^** (+1 Rend),200,2,9,2,Default,2,,Alpha Cavalry [Passive],Ogor Mawtribes - Library.cat#b91b-cba6-89af-7225
Mournfang Pack,Ogor Mawtribes,Cavalry,6,4,,"CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,MUSICIAN (1/4),STANDARD BEARER (1/4),CAVALRY,BEASTCLAW RAIDERS",Mournfang’s Tusks,melee,4,4,2,1,2,,Companion,200,2,9,2,Default,2,,Alpha Cavalry [Passive],Ogor Mawtribes - Library.cat#b91b-cba6-89af-7225
Mournfang Pack,Ogor Mawtribes,Cavalry,6,4,,"CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,MUSICIAN (1/4),STANDARD BEARER (1/4),CAVALRY,BEASTCLAW RAIDERS",Ironlock Pistol,ranged,1,4,3,1,2,10,Shoot in Combat,200,2,9,2,Option,,,Alpha Cavalry [Passive],Ogor Mawtribes - Library.cat#b91b-cba6-89af-7225
Ogor Gluttons,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,CHAMPION,MUSICIAN (1/6),STANDARD BEARER (1/6),OGOR MAWTRIBES,DESTRUCTION,OGOR,GUTBUSTERS",Glutton Weapons,melee,4,4,2,1,2,,-,220,6,6,2,,,,Wall of Meat [Passive],Ogor Mawtribes - Library.cat#e93b-4897-f014-9b88
Slaughtermaster,Ogor Mawtribes,Infantry Hunter,8,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,GUTBUSTERS,WIZARD (1)",Gnoblars’ Implements,melee,3,5,5,0,1,,Companion,160,1,6,5,Option,,,"Fill the Pot [Passive] | Great Cauldron [Activated · Once Per Turn (Army), Any Hero Phase]",Ogor Mawtribes - Library.cat#3d51-af3a-455e-2373
Slaughtermaster,Ogor Mawtribes,Infantry Hunter,8,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,GUTBUSTERS,WIZARD (1)",Stump Blades,melee,6,4,2,1,1,,-,160,1,6,5,Default,1,,"Fill the Pot [Passive] | Great Cauldron [Activated · Once Per Turn (Army), Any Hero Phase]",Ogor Mawtribes - Library.cat#3d51-af3a-455e-2373
Stonehorn Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS","Chaintrap, Harpoon Launcher or Blood Vulture",ranged,1,4,3,1,3,15,-,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Stonehorn Avalanche [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Ogor Mawtribes - Library.cat#8b95-893a-4c1a-9224
Stonehorn Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS",Punches and Kicks,melee,4,4,2,1,1,,-,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Stonehorn Avalanche [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Ogor Mawtribes - Library.cat#8b95-893a-4c1a-9224
Stonehorn Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS",Stonehorn's Rock-hard Horns and Hooves,melee,7,4,2,2,3,,"Charge (+1 Damage), Companion",280,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Stonehorn Avalanche [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Ogor Mawtribes - Library.cat#8b95-893a-4c1a-9224
Thundertusk Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS","Chaintrap, Harpoon Launcher or Blood Vulture",ranged,1,4,3,1,3,15,-,240,1,10,10,Default,1,,"Battle Damaged [Passive] | Plough the Icepath [Activated · Once Per Turn (Army), Reaction: You declared a non-Charge Move ability for this unit in your movement phase] | Chilling Onslaught [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#e5a2-5b7c-b7af-8da6
Thundertusk Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS",Ice Blast,ranged,1,4,2,1,D3+2,12,Companion,240,1,10,10,Default,1,,"Battle Damaged [Passive] | Plough the Icepath [Activated · Once Per Turn (Army), Reaction: You declared a non-Charge Move ability for this unit in your movement phase] | Chilling Onslaught [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#e5a2-5b7c-b7af-8da6
Thundertusk Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS",Punches and Kicks,melee,4,4,2,1,1,,-,240,1,10,10,Default,1,,"Battle Damaged [Passive] | Plough the Icepath [Activated · Once Per Turn (Army), Reaction: You declared a non-Charge Move ability for this unit in your movement phase] | Chilling Onslaught [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#e5a2-5b7c-b7af-8da6
Thundertusk Beastriders,Ogor Mawtribes,Monster,14,4,,"MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW,NON-GUTBUSTERS,NON-MAWSEEKERS",Thundertusk's Colossal Tusks,melee,3,4,2,1,5,,"Anti-**^^Infantry^^** (+1 Rend), Companion",240,1,10,10,Default,1,,"Battle Damaged [Passive] | Plough the Icepath [Activated · Once Per Turn (Army), Reaction: You declared a non-Charge Move ability for this unit in your movement phase] | Chilling Onslaught [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#e5a2-5b7c-b7af-8da6
Tyrant,Ogor Mawtribes,Infantry Hero,8,4,,"HERO,INFANTRY,DESTRUCTION,OGOR MAWTRIBES,OGOR,GUTBUSTERS",Tyrant's Meatcleavers,melee,4,4,2,2,3,,Crit (Mortal),150,1,6,3,Default,1,,Big Name [Activated · Deployment Phase] | Brawlerguts [Activated · Reaction: You declared a Fight ability for this unit],Ogor Mawtribes - Library.cat#8af5-807c-4c2e-2ceb
Arch-Kavalos Zandtos,Ossiarch Bonereapers,Cavalry Hero,8,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),UNIQUE,CAVALRY,RELENTLESS DISCIPLINE (7)","Kavalos Steed's Hooves, Teeth, and Barbed Tails",melee,4,5,3,0,1,,Companion,220,1,10,2,Default,1,,"Unstoppable Charge [Activated · Once Per Battle, Any Combat Phase] | Still Their Breath! [Activated · Any Combat Phase · Relentless Discipline]",Ossiarch Bonereapers - Library.cat#3d7d-bb9a-b450-8a47
Arch-Kavalos Zandtos,Ossiarch Bonereapers,Cavalry Hero,8,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),UNIQUE,CAVALRY,RELENTLESS DISCIPLINE (7)",The Dark Lance,melee,5,3,3,2,2,,Charge (+1 Damage),220,1,10,2,Default,1,,"Unstoppable Charge [Activated · Once Per Battle, Any Combat Phase] | Still Their Breath! [Activated · Any Combat Phase · Relentless Discipline]",Ossiarch Bonereapers - Library.cat#3d7d-bb9a-b450-8a47
"Arkhan the Black, Mortarch of Sacrament",Ossiarch Bonereapers,Monster Hero,14,3,6,"HERO,DEATH,UNIQUE,OSSIARCH BONEREAPERS,WARD (6+),FLY,MONSTER,WIZARD (3),WARMASTER,RELENTLESS DISCIPLINE (3)",Razarak's Ebon Claws,melee,5,4,2,3,3,,Companion,440,1,12,5,Default,1,,"Battle Damaged [Passive] | The Staff of Spirits [Passive] | The Doom of Traitors [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Mortarch of Sacrament [Activated · Once Per Turn, Reaction: Opponent declared a Spell ability for a unit within 18"" of this unit] | Curse of Years [Spell · Your Hero Phase · casting value 7 · Spell]",Ossiarch Bonereapers - Library.cat#6652-19e0-6044-62e8
"Arkhan the Black, Mortarch of Sacrament",Ossiarch Bonereapers,Monster Hero,14,3,6,"HERO,DEATH,UNIQUE,OSSIARCH BONEREAPERS,WARD (6+),FLY,MONSTER,WIZARD (3),WARMASTER,RELENTLESS DISCIPLINE (3)",Zefet-kar and Khenash-an,melee,4,3,4,1,2,,-,440,1,12,5,Default,1,,"Battle Damaged [Passive] | The Staff of Spirits [Passive] | The Doom of Traitors [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Mortarch of Sacrament [Activated · Once Per Turn, Reaction: Opponent declared a Spell ability for a unit within 18"" of this unit] | Curse of Years [Spell · Your Hero Phase · casting value 7 · Spell]",Ossiarch Bonereapers - Library.cat#6652-19e0-6044-62e8
Bone-tithe Nexus,Ossiarch Bonereapers,,13,4,,"DEATH,OSSIARCH BONEREAPERS,FACTION TERRAIN",Almighty Obsidian Blade,melee,2,4,2,2,3,,-,0,1,-,-,Default,1,,Deathly Aura [Passive],Ossiarch Bonereapers - Library.cat#d520-813-31df-e5a1
Bone-tithe Shrieker,Ossiarch Bonereapers,,1,6,6,"DEATH,WARD (6+),OSSIARCH BONEREAPERS,MANIFESTATION,ENDLESS SPELL,FLY",Soul-rending Shriek,melee,4,3,4,1,2,,-,,1,,,,,,No Escape [Passive],Ossiarch Bonereapers - Library.cat#6ee6-2cc6-3b2-a7db
Gothizzar Harvester,Ossiarch Bonereapers,War Machine,10,4,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,WAR MACHINE",Soulcrusher Weapons,melee,6,4,2,2,3,,-,200,1,6,5,Default,1,,"Bone Harvest [Activated · Once Per Turn (Army), End of Any Turn] | Bone Cage [Passive] | Repair Construct [Activated · Once Per Turn (Army), Your Hero Phase]",Ossiarch Bonereapers - Library.cat#1ae2-1b6e-d767-b8de
Immortis Guard,Ossiarch Bonereapers,Infantry,4,3,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH",Dread Halberd,melee,3,3,3,1,2,,-,170,3,5,1,Default,3,,"Immortal Bulwark [Activated · Once Per Turn (Army), Any Combat Phase]",Ossiarch Bonereapers - Library.cat#c1b9-f148-7fe4-8660
Kainan's Reapers,Ossiarch Bonereapers,,2,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,OSSIARCH BONEREAPERS,MORTISAN",Soulreaper Axe,melee,4,3,3,2,2,,Anti-charge (+1 Rend),140,6,8,1,Default,1,,Nadirite Bow [Activated · Your Shooting Phase] | Mir Kainan [Passive],Ossiarch Bonereapers - Library.cat#7d6d-699b-e072-6699
Kainan's Reapers,Ossiarch Bonereapers,,2,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,OSSIARCH BONEREAPERS,MORTISAN",Nadirite Weapon,melee,3,3,4,0,1,,Anti-charge (+1 Rend),140,6,8,1,Default,5,,Nadirite Bow [Activated · Your Shooting Phase] | Mir Kainan [Passive],Ossiarch Bonereapers - Library.cat#7d6d-699b-e072-6699
"Katakros, Mortarch of the Necropolis",Ossiarch Bonereapers,Infantry Hero,20,3,6,"OSSIARCH BONEREAPERS,DEATH,WARD (6+),HERO,INFANTRY,UNIQUE,WARMASTER,RELENTLESS DISCIPLINE (10)",Inda-Khaat,melee,3,3,3,2,3,,Crit (2 Hits),470,1,4,10,Default,1,,"Battle Damaged [Passive] | Mortarch of the Necropolis [Passive] | Aviarch Spymaster [Activated · Any Hero Phase] | You Dare?! [Activated · Once Per Battle, Start of Any Turn] | Supreme Lord of the Bonereaper Legions [Activated · Any Combat Phase]",Ossiarch Bonereapers - Library.cat#9294-b53c-e996-198c
"Katakros, Mortarch of the Necropolis",Ossiarch Bonereapers,Infantry Hero,20,3,6,"OSSIARCH BONEREAPERS,DEATH,WARD (6+),HERO,INFANTRY,UNIQUE,WARMASTER,RELENTLESS DISCIPLINE (10)",Retinue Blades,melee,10,3,4,1,1,,-,470,1,4,10,Default,1,,"Battle Damaged [Passive] | Mortarch of the Necropolis [Passive] | Aviarch Spymaster [Activated · Any Hero Phase] | You Dare?! [Activated · Once Per Battle, Start of Any Turn] | Supreme Lord of the Bonereaper Legions [Activated · Any Combat Phase]",Ossiarch Bonereapers - Library.cat#9294-b53c-e996-198c
"Katakros, Mortarch of the Necropolis",Ossiarch Bonereapers,Infantry Hero,20,3,6,"OSSIARCH BONEREAPERS,DEATH,WARD (6+),HERO,INFANTRY,UNIQUE,WARMASTER,RELENTLESS DISCIPLINE (10)",The Shield Immortis,melee,3,3,3,2,2,,-,470,1,4,10,Default,1,,"Battle Damaged [Passive] | Mortarch of the Necropolis [Passive] | Aviarch Spymaster [Activated · Any Hero Phase] | You Dare?! [Activated · Once Per Battle, Start of Any Turn] | Supreme Lord of the Bonereaper Legions [Activated · Any Combat Phase]",Ossiarch Bonereapers - Library.cat#9294-b53c-e996-198c
Kavalos Deathriders,Ossiarch Bonereapers,Cavalry,3,4,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION,CAVALRY,STANDARD BEARER (1/5)",Kavalos Blades,melee,3,3,4,1,1,,-,150,5,10,1,Default,5,,"Deathrider Wedge [Activated · Any Combat Phase · Core, Attack, Fight]",Ossiarch Bonereapers - Library.cat#efaa-2ff1-8-5f4b
Kavalos Deathriders,Ossiarch Bonereapers,Cavalry,3,4,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION,CAVALRY,STANDARD BEARER (1/5)",Kavalos Steed's Hooves and Teeth,melee,2,5,3,0,1,,Companion,150,5,10,1,Default,5,,"Deathrider Wedge [Activated · Any Combat Phase · Core, Attack, Fight]",Ossiarch Bonereapers - Library.cat#efaa-2ff1-8-5f4b
Kavalos War Chariot,Ossiarch Bonereapers,,10,3,6,"DEATH,OSSIARCH BONEREAPERS,WARD (6+),WAR MACHINE",Charioteers' Weapons,melee,4,3,4,1,1,,-,150,1,10,2,Default,1,,"Scything Assault [Activated · Any Combat Phase · Core, Attack, Fight] | Pinning Attacks [Activated · Once Per Turn (Army), Your Shooting Phase]",Ossiarch Bonereapers - Library.cat#322d-d9f2-cdc6-64e6
Kavalos War Chariot,Ossiarch Bonereapers,,10,3,6,"DEATH,OSSIARCH BONEREAPERS,WARD (6+),WAR MACHINE","Kavalos Steed's Hooves, Teeth, and Barbed Tails",melee,6,5,3,0,1,,Companion,150,1,10,2,Default,1,,"Scything Assault [Activated · Any Combat Phase · Core, Attack, Fight] | Pinning Attacks [Activated · Once Per Turn (Army), Your Shooting Phase]",Ossiarch Bonereapers - Library.cat#322d-d9f2-cdc6-64e6
Liege-Kavalos,Ossiarch Bonereapers,Cavalry Hero,7,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),CAVALRY,RELENTLESS DISCIPLINE (6)",Commander's Blade,melee,5,3,4,1,2,,Charge (+1 Damage),180,1,10,2,Default,1,,Deathrider Commander [Passive] | Master of Cavalry [Activated · Reaction: You declared a Fight ability for this unit],Ossiarch Bonereapers - Library.cat#94bd-295c-c868-27ee
Liege-Kavalos,Ossiarch Bonereapers,Cavalry Hero,7,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),CAVALRY,RELENTLESS DISCIPLINE (6)","Kavalos Steed's Hooves, Teeth, and Barbed Tails",melee,4,5,3,0,1,,Companion,180,1,10,2,Default,1,,Deathrider Commander [Passive] | Master of Cavalry [Activated · Reaction: You declared a Fight ability for this unit],Ossiarch Bonereapers - Library.cat#94bd-295c-c868-27ee
Liege-Kavalos on War Chariot,Ossiarch Bonereapers,War Machine Hero,12,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),RELENTLESS DISCIPLINE (6),WAR MACHINE",Commander's Blade,melee,5,3,4,1,2,,Charge (+1 Damage),210,1,10,2,Default,1,,"Grind Them to Dust [Activated · Once Per Turn (Army), Any Movement Phase] | Masterful Charioteer [Activated · Once Per Turn (Army), Any Combat Phase]",Ossiarch Bonereapers - Library.cat#81d0-9a4a-fb83-8626
Liege-Kavalos on War Chariot,Ossiarch Bonereapers,War Machine Hero,12,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),RELENTLESS DISCIPLINE (6),WAR MACHINE","Kavalos Steed's Hooves, Teeth, and Barbed Tails",melee,6,5,3,0,1,,Companion,210,1,10,2,Default,1,,"Grind Them to Dust [Activated · Once Per Turn (Army), Any Movement Phase] | Masterful Charioteer [Activated · Once Per Turn (Army), Any Combat Phase]",Ossiarch Bonereapers - Library.cat#81d0-9a4a-fb83-8626
Liege-Mortek,Ossiarch Bonereapers,Infantry Hero,5,3,6,"HERO,DEATH,OSSIARCH BONEREAPERS,WARD (6+),INFANTRY,RELENTLESS DISCIPLINE (5)",Commander's Weapon,melee,5,3,4,1,2,,-,120,1,5,2,Default,1,,"Clinical Efficiency [Activated · Once Per Turn (Army), Any Combat Phase, Reaction: You declared a Fight ability for this unit]",Ossiarch Bonereapers - Library.cat#bf96-2414-2772-b78a
Morghast Archai,Ossiarch Bonereapers,Infantry,6,3,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,FLY",Spirit Weapons,melee,3,3,2,2,3,,"Anti-**^^Monster^^** (+1 Rend), Crit (2 Hits)",250,2,10,2,Default,2,,"Discharge Armour [Activated · Once Per Turn (Army), Any Hero Phase] | Ebon-wrought Armour [Passive]",Ossiarch Bonereapers - Library.cat#5876-caac-a544-1e4f
Morghast Harbingers,Ossiarch Bonereapers,Infantry,6,4,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,FLY",Spirit Weapons,melee,3,3,2,2,3,,"Anti-**^^Monster^^** (+1 Rend), Crit (2 Hits)",240,2,10,2,Default,2,,Harbingers of Death [Passive],Ossiarch Bonereapers - Library.cat#16b9-87fe-ea6d-c02c
Mortek Crawler,Ossiarch Bonereapers,War Machine,12,4,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,WAR MACHINE",Attendants' Crawler Tools,melee,6,4,4,0,1,,-,250,1,5,5,Default,1,,"Deathly Barrage [Activated · Once Per Turn (Army), Reaction: You declared a Shoot ability for this unit.] | Cursed Stele [Activated · Once Per Turn (Army), Your Shooting Phase]",Ossiarch Bonereapers - Library.cat#8073-6b0a-5c59-fb6
Mortek Crawler,Ossiarch Bonereapers,War Machine,12,4,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,WAR MACHINE",Dread Catapult,ranged,4,4,2,1,4,24,Crit (2 Hits),250,1,5,5,Default,1,,"Deathly Barrage [Activated · Once Per Turn (Army), Reaction: You declared a Shoot ability for this unit.] | Cursed Stele [Activated · Once Per Turn (Army), Your Shooting Phase]",Ossiarch Bonereapers - Library.cat#8073-6b0a-5c59-fb6
Mortek Guard,Ossiarch Bonereapers,Infantry,1,4,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION,STANDARD BEARER (1/10)",Nadirite Blades,melee,2,3,4,0,1,,Anti-**^^Cavalry^^** (+1 Rend),110,10,4,1,Default,10,,"Shields of the Legion [Activated · Once Per Phase (Army), Reaction: Opponent declared an Attack ability that targeted a visible Ossiarch Bonereapers unit within this unit's combat range.]",Ossiarch Bonereapers - Library.cat#10d1-4f28-db72-1eb9
Mortek Triaxes,Ossiarch Bonereapers,Infantry,1,5,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION",Osseous Bow,ranged,2,3,4,1,1,18,-,140,10,4,1,Default,10,,"Balefire Braziers [Passive] | Cursed Flames [Activated · Once Per Turn (Army), Reaction: You declared a Shoot ability for this unit.] | Atavistic Nightmares [Passive]",Ossiarch Bonereapers - Library.cat#5809-fc53-2b72-a16f
Mortek Triaxes,Ossiarch Bonereapers,Infantry,1,5,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION",Nadirite Dagger,melee,1,3,4,0,1,,-,140,10,4,1,Default,10,,"Balefire Braziers [Passive] | Cursed Flames [Activated · Once Per Turn (Army), Reaction: You declared a Shoot ability for this unit.] | Atavistic Nightmares [Passive]",Ossiarch Bonereapers - Library.cat#5809-fc53-2b72-a16f
Mortis Reapers,Ossiarch Bonereapers,Infantry,2,5,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION",Reaper' Blades,melee,3,3,4,1,1,,Anti-**^^Hero^^** (+1 Rend),110,5,6,1,Default,5,,"Necrocaches [Activated · Once Per Turn (Army), End of Any Turn] | No Escaping the Tithe [Activated · Once Per Turn (Army), Any Movement Phase]",Ossiarch Bonereapers - Library.cat#23a0-24e5-cc6d-8b41
Mortisan Boneshaper,Ossiarch Bonereapers,Infantry Hero,5,4,6,"HERO,WIZARD (1),INFANTRY,WARD (6+),OSSIARCH BONEREAPERS,DEATH,RELENTLESS DISCIPLINE (2)",Ossified Talons,melee,3,4,4,0,2,,-,140,1,5,2,Default,1,,Legion Quartermaster [Passive] | Boneshaper [Command · Your Hero Phase · cost 1],Ossiarch Bonereapers - Library.cat#13ec-ca46-9e71-ad2
Mortisan Ossifector,Ossiarch Bonereapers,Infantry Hero,5,4,6,"HERO,WIZARD (1),INFANTRY,WARD (6+),OSSIARCH BONEREAPERS,DEATH,RELENTLESS DISCIPLINE (2),FLY",Ossified Talons,melee,3,4,4,0,2,,-,110,1,5,2,Default,1,,"Refined Creations [Activated · Once Per Turn (Army), Your Hero Phase]",Ossiarch Bonereapers - Library.cat#93ac-6567-8147-a11
Mortisan Soulmason,Ossiarch Bonereapers,Infantry Hero,6,4,6,"HERO,INFANTRY,WARD (6+),OSSIARCH BONEREAPERS,DEATH,WIZARD (2),RELENTLESS DISCIPLINE (2)",Soulmason's Staff,melee,3,4,4,0,2,,-,140,1,6,2,Default,1,,Soul-guide [Spell · Your Hero Phase · casting value 7 · Spell],Ossiarch Bonereapers - Library.cat#49c5-563d-d7b-6d61
Mortisan Soulreaper,Ossiarch Bonereapers,Infantry Hero,5,4,6,"HERO,WIZARD (1),INFANTRY,WARD (6+),OSSIARCH BONEREAPERS,DEATH,RELENTLESS DISCIPLINE (2),FLY",Soulreaper Scythe,melee,4,3,4,2,2,,Crit (2 Hits),120,1,5,2,Default,1,,"Soulreaper [Passive] | Necrotic Impetus [Activated · Once Per Turn (Army), Any Combat Phase]",Ossiarch Bonereapers - Library.cat#647a-dcd6-b2d8-642b
"Nagash, Supreme Lord of the Undead",Ossiarch Bonereapers,Monster Hero,18,3,5,"DEATH,OSSIARCH BONEREAPERS,UNIQUE,HERO,MONSTER,WIZARD (9),WARD (5+),FLY,WARMASTER,RELENTLESS DISCIPLINE (3)","Alakanash, the Staff of Power",melee,4,3,3,2,D6,,-,830,1,10,10,Default,1,,"Battle Damaged [Passive] | The Staff of Power [Passive] | Hand of Dust [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Supreme Lord of the Undead [Activated · Once Per Battle, Your Hero Phase] | Invocation of Nagash [Spell · Your Hero Phase · casting value 7 · Spell]",Ossiarch Bonereapers - Library.cat#aeef-a74c-9eec-5169
"Nagash, Supreme Lord of the Undead",Ossiarch Bonereapers,Monster Hero,18,3,5,"DEATH,OSSIARCH BONEREAPERS,UNIQUE,HERO,MONSTER,WIZARD (9),WARD (5+),FLY,WARMASTER,RELENTLESS DISCIPLINE (3)","Zefet-nebtar, the Mortis Blade",melee,4,3,3,2,3,,-,830,1,10,10,Default,1,,"Battle Damaged [Passive] | The Staff of Power [Passive] | Hand of Dust [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Supreme Lord of the Undead [Activated · Once Per Battle, Your Hero Phase] | Invocation of Nagash [Spell · Your Hero Phase · casting value 7 · Spell]",Ossiarch Bonereapers - Library.cat#aeef-a74c-9eec-5169
Necropolis Stalkers,Ossiarch Bonereapers,Infantry,4,4,6,"INFANTRY,OSSIARCH BONEREAPERS,WARD (6+),DEATH",Stalker Blades,melee,4,3,3,2,1,,-,130,3,6,1,Default,3,,"Fourfold Slayers [Activated · Once Per Turn (Army), Any Combat Phase]",Ossiarch Bonereapers - Library.cat#e1b8-41f5-87ac-9333
Nightmare Predator,Ossiarch Bonereapers,,1,6,6,"DEATH,WARD (6+),OSSIARCH BONEREAPERS,MANIFESTATION,ENDLESS SPELL,FLY",Lacerating Claws,melee,6,4,2,2,2,,-,,1,,,,,,Death Incarnate [Activated · End of Any Turn],Ossiarch Bonereapers - Library.cat#93d8-db59-3a1-7eaf
Soulstealer Carrion,Ossiarch Bonereapers,,1,6,6,"DEATH,WARD (6+),OSSIARCH BONEREAPERS,MANIFESTATION,ENDLESS SPELL,FLY",Spectral Claws and Beak,melee,6,4,2,1,2,,-,,1,,,,,,Aviarch Sentry [Passive],Ossiarch Bonereapers - Library.cat#cecf-5bc0-1647-8b2f
Teratic Cohort,Ossiarch Bonereapers,Beast,1,5,6,"OSSIARCH BONEREAPERS,WARD (6+),DEATH,CHAMPION (1/8),BEAST",Cohort Weapons,melee,2,3,4,1,1,,-,90,8,7,1,Default,8,,"Bone-deep Savagery [Activated · Once Per Turn (Army), Any Hero Phase] | Hunters Unleashed [Activated · Deployment Phase]",Ossiarch Bonereapers - Library.cat#c127-fa89-8519-3af0
Thanatek's Tithe,Ossiarch Bonereapers,,2,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,OSSIARCH BONEREAPERS,RELENTLESS DISCIPLINE (2)",Weapons of the Tithe-reapers,melee,2,3,4,1,1,,-,90,1,4,1,Default,1,,Truebone Mastery [Activated · Your Hero Phase] | Seeker of Truebone [Passive],Ossiarch Bonereapers - Library.cat#22e2-c9b4-1f73-ff45
