id,unit_name,army,category,troop_type,points,points_per_model,min_models,M,WS,BS,S,T,W,I,A,Ld,armour,shield,ward,regeneration,weapon,weapon_S,weapon_AP,weapon_rules,armour_bane,cleaving_blow,poisoned,requires_two_hands,fight_in_extra_rank,extra_attacks,horde,stubborn,unbreakable,unstable,indomitable,hatred,frenzy,named,mounts,special_rules
orion-the-king-in-the-woods,Orion,Wood Elf Realms,characters,Monstrous Infantry,1215,405,3,9,8,6,5,6,5,8,5,10,,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,yes,yes,,"Frenzy, Immune to Psychology, Magical Attacks (Hound), Move Through Cover, Magic Resistance (2 - Orion), Open Order, Stomp Attacks (D3+2), Strike First (Orion), Terror, Spectral Hounds (Hound), Unbreakable"
araloth-lord-of-talsyn,Araloth,Wood Elf Realms,characters,Regular Infantry,150,150,1,5,8,7,4,3,3,8,4,10,5,yes,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,yes,,"Boldest of the Bold, Evasive, Favour of the Goddess, Move Through Cover, Rallying Cry, Skaryn the Eye Thief, Strike First, Stubborn"
warden-of-talsyn,Warden of Talsyn,Wood Elf Realms,characters,Regular Infantry,125,125,1,5,7,4,4,3,3,6,4,9,6,,,,Asrai Spear,S,-1,Fight in Extra Rank,,,,,yes,,,yes,,,,,,,,"Close Order, Courage Beyond Compare, Drilled, Elven Reflexes, Immune to Psychology, Move Through Cover, Parry, Strike First, Stubborn"
glade-guard,Glade Guard,Wood Elf Realms,core,Regular Infantry,50,10,5,5,4,4,3,3,1,4,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Move Through Cover, Open Order"
deepwood-scouts,Deepwood Scouts,Wood Elf Realms,core,Regular Infantry,65,13,5,5,4,4,3,3,1,4,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Evasive, Fire & Flee, Move Through Cover, Scouts, Skirmishers"
eternal-guard,Eternal Guard,Wood Elf Realms,core,Regular Infantry,60,12,5,5,5,4,3,3,1,4,1,9,6,,,,Asrai Spear,S,-1,Fight in Extra Rank,,,,,yes,,,yes,,,,,,,,"Close Order, Elven Reflexes, Martial Prowess, Move Through Cover, Stubborn"
dryads,Dryads,Wood Elf Realms,core,Regular Infantry,65,13,5,6,4,4,3,4,1,4,2,8,6,,,6,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Fear, Flammable, Immune to Psychology, Magical Attacks, Move Through Cover, Open Order, Regeneration (6+), Skirmishers, Stubborn, Tree Spirit, Armour Bane (1), Furious Charge"
glade-riders,Glade Riders,Wood Elf Realms,core,Light Cavalry,68,17,4,,4,4,3,3,1,4,1,8,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I4 A1,"Elven Reflexes, Fast Cavalry, Fire & Flee, Open Order, Skirmishers, Swiftstride"
wild-riders,Wild Riders,Wood Elf Realms,core,Light Cavalry,104,26,4,,5,4,4,3,1,5,1,9,6,,,,Hunting Spear,S+1,-2,Armour Bane (1),1,,,,,,,,,,,,yes,,WS3 S4 I4 A1,"Counter Charge, Elven Reflexes, Fast Cavalry, Fear, Frenzy, Furious Charge (Wild Riders & Wild Hunter only), Move Through Cover, Open Order, Swiftstride, Talismanic Tattoos"
wildwood-rangers,Wildwood Rangers,Wood Elf Realms,special,Regular Infantry,70,14,5,5,5,4,3,3,1,4,1,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Elven Reflexes, Guardians of the Wildwood, Immune to Psychology, Move Through Cover"
wardancers,Wardancers,Wood Elf Realms,special,Regular Infantry,80,16,5,5,6,4,4,3,1,6,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Dances of Loec, Evasive, Furious Charge, Immune to Psychology, Loner, Motley Crew, Move Through Cover, Open Order, Skirmishers, Strike First, Talismanic Tattoos"
sisters-of-the-thorn,Sisters of the Thorn,Wood Elf Realms,special,Light Cavalry,88,22,4,,4,5,3,3,1,4,1,9,,,,,Hand Weapon,S,0,,,,yes,,,,,,,,,,,,WS3 S4 I4 A1,"Daughters of Eternity, Deepwood Coven, Elven Reflexes, Fast Cavalry, Fire & Flee, Move Through Cover, Open Order, Poisoned Attacks, Swiftstride"
warhawk-riders,Warhawk Riders,Wood Elf Realms,special,Monstrous Cavalry,123,41,3,,4,4,3,4,2,4,1,8,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S4 I4 A2,"Elven Reflexes, Evasive, Fear, Feigned Flight, Fire & Flee, Fly (10), Skirmishers, Swiftstride"
tree-kin,Tree Kin,Wood Elf Realms,special,Monstrous Infantry,102,51,2,5,4,4,4,6,3,3,3,8,5,,,5,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Armour Bane (2), Close Order, Fear, Flammable, Immune to Psychology, Magical Attacks, Move Through Cover, Regeneration (5+), Stomp Attacks (1), Stubborn, Tree Spirit, Tree Whack"
guardians-of-talsyn,Guardians of Talsyn,Wood Elf Realms,special,Regular Infantry,90,18,5,5,5,4,3,3,1,4,2,9,6,,,,Asrai Spear,S,-1,Fight in Extra Rank,,,,,yes,,,yes,,,,,,,,"Close Order, Drilled, Elven Reflexes, Martial Prowess, Move Through Cover, Parry, Stubborn, Veteran"
waywatchers,Waywatchers,Wood Elf Realms,rare,Regular Infantry,80,16,5,5,4,5,3,3,1,5,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Evasive, Feigned Flight, Fire & Flee, Ignores Cover, Move Through Cover, Scouts, Skirmishers"
great-eagle,Great Eagle,Wood Elf Realms,rare,Monstrous Creature,60,60,1,2,5,0,4,4,3,4,3,6,,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Close Order, Fear, Fly (10), Stomp Attacks (1), Swiftstride"
treeman,Treeman,Wood Elf Realms,rare,Behemoth,215,215,1,5,6,4,5,6,5,2,5,9,4,,,5,Oaken Fists,S,-2,,,,,,,,,yes,,,,,,,,"Armour Bane (1), Close Order, Flammable, Immune to Psychology, Large Target, Magical Attacks, Move Through Cover, Regeneration (5+), Stomp Attacks (D3), Stubborn, Terror, Timmm-berrr!, Tree Spirit, Tree Whack"
