unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Terminator Assault Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",ae9a-10e3-8091-20,155,5,5,4,2,4,,1,5.0,INFANTRY,1x T5 W3 Sv2+ Inv4+ | 4x T5 W4 Sv2+ Inv4+,Thunder Hammer,Melee,3,3,8,-2,2,4,Devastating Wounds,
Terminator Squad,Imperium - Adeptus Astartes - Black Templars,,80ad-6e62-65e3-e667,160,5,5,3,2,4,,1,5.0,INFANTRY,,Storm bolter,Ranged,2,3,4,0,1,1,Rapid Fire 2,
Terminator Squad,Imperium - Adeptus Astartes - Black Templars,,80ad-6e62-65e3-e667,160,5,5,3,2,4,,1,5.0,INFANTRY,,Power weapon,Melee,4,3,5,-2,1,1,,
Terminator Squad,Imperium - Adeptus Astartes - Black Templars,,80ad-6e62-65e3-e667,160,5,5,3,2,4,,1,5.0,INFANTRY,,Storm bolter,Ranged,2,3,4,0,1,4,Rapid Fire 2,
Terminator Squad,Imperium - Adeptus Astartes - Black Templars,,80ad-6e62-65e3-e667,160,5,5,3,2,4,,1,5.0,INFANTRY,,Power weapon,Melee,4,3,5,-2,1,4,,
Terminator Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",4808-a80b-309a-7933,160,5,5,3,2,4,,1,5.0,INFANTRY,,Storm bolter,Ranged,2,3,4,0,1,1,Rapid Fire 2,
Terminator Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",4808-a80b-309a-7933,160,5,5,3,2,4,,1,5.0,INFANTRY,,Power weapon,Melee,4,3,5,-2,1,1,,
Terminator Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",4808-a80b-309a-7933,160,5,5,3,2,4,,1,5.0,INFANTRY,,Power fist,Melee,3,3,8,-2,2,4,,
Terminator Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",4808-a80b-309a-7933,160,5,5,3,2,4,,1,5.0,INFANTRY,,Storm bolter,Ranged,2,3,4,0,1,4,Rapid Fire 2,
Thunderhawk Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3416-dfee-84ee-e21d,840,1,12,30,2,,,0,20.0,"FLY, TITANIC, TRANSPORT, VEHICLE",,Armoured hull,Melee,6,4,8,0,1,1,,
Thunderhawk Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3416-dfee-84ee-e21d,840,1,12,30,2,,,0,20.0,"FLY, TITANIC, TRANSPORT, VEHICLE",,Lascannon,Ranged,1,3,12,-3,D6+1,2,,
Thunderhawk Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3416-dfee-84ee-e21d,840,1,12,30,2,,,0,20.0,"FLY, TITANIC, TRANSPORT, VEHICLE",,Twin heavy bolter,Ranged,3,3,5,-1,2,4,"Sustained Hits 1, Twin-linked",
Thunderhawk Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3416-dfee-84ee-e21d,840,1,12,30,2,,,0,20.0,"FLY, TITANIC, TRANSPORT, VEHICLE",,Hellstrike missile battery,Ranged,4,3,8,-2,3,1,Anti-Fly 4+,
Thunderhawk Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3416-dfee-84ee-e21d,840,1,12,30,2,,,0,20.0,"FLY, TITANIC, TRANSPORT, VEHICLE",,Thunderhawk heavy cannon,Ranged,D6+6,3,10,-2,3,1,Blast,
Vanguard Veteran Squad with Jump Packs,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9e9c-bf4d-2d40-be82,105,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,1,,
Vanguard Veteran Squad with Jump Packs,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9e9c-bf4d-2d40-be82,105,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,Master-crafted Power Weapon,Melee,3,3,5,-2,2,1,,
Vanguard Veteran Squad with Jump Packs,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9e9c-bf4d-2d40-be82,105,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,➤ Plasma pistol - supercharge,Ranged,1,3,8,-3,2,4,,
Vanguard Veteran Squad with Jump Packs,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9e9c-bf4d-2d40-be82,105,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,Vanguard Veteran Weapon,Melee,4,3,5,-1,1,4,,
Vindicator,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",cb6d-201f-4888-3027,185,1,11,11,2,,,3,9.0,VEHICLE,,Demolisher Cannon,Ranged,D6+3,3,14,-3,D6,1,Blast,
Vindicator,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",cb6d-201f-4888-3027,185,1,11,11,2,,,3,9.0,VEHICLE,,Armoured Tracks,Melee,3,4,6,0,1,1,,
Whirlwind,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",ae85-3e33-217d-7413,175,1,10,11,3,,,3,10.0,VEHICLE,,Whirlwind Vengeance Launcher,Ranged,D6+3,3,8,-2,2,1,Blast,
Whirlwind,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",ae85-3e33-217d-7413,175,1,10,11,3,,,3,10.0,VEHICLE,,Armoured Tracks,Melee,3,4,6,0,1,1,,
Astorath,Imperium - Adeptus Astartes - Blood Angels,,f943-72c8-581c-e6f2,85,1,4,5,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,The Executioner's Axe,Melee,6,2,7,-3,2,1,Devastating Wounds,
Baal Predator,Imperium - Adeptus Astartes - Blood Angels,,640-9969-d5b9-875c,125,1,10,11,3,,,3,12.0,VEHICLE,,Armoured Tracks,Melee,3,4,6,0,1,1,,
Baal Predator,Imperium - Adeptus Astartes - Blood Angels,,640-9969-d5b9-875c,125,1,10,11,3,,,3,12.0,VEHICLE,,Baal Flamestorm Cannon,Ranged,D6+3,2,6,-2,2,1,"Torrent, Ignores Cover",
Blood Angels Captain,Imperium - Adeptus Astartes - Blood Angels,,829b-da42-2d62-6daf,80,1,4,5,3,4,,1,6.0,"CHARACTER, INFANTRY",,Master-crafted Chainsword,Melee,7,2,4,-1,2,1,,
Blood Angels Captain,Imperium - Adeptus Astartes - Blood Angels,,829b-da42-2d62-6daf,80,1,4,5,3,4,,1,6.0,"CHARACTER, INFANTRY",,Heavy Bolt Pistol,Ranged,1,2,4,-1,1,1,,
Chief Librarian Mephiston,Imperium - Adeptus Astartes - Blood Angels,,ab35-2c36-9389-d1d5,110,1,5,6,2,5,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,➤ Fury of the Ancients - Witchfire,Ranged,3,2,4,-1,D3,1,Sustained Hits 1,
Chief Librarian Mephiston,Imperium - Adeptus Astartes - Blood Angels,,ab35-2c36-9389-d1d5,110,1,5,6,2,5,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,Vitarus,Melee,6,2,9,-3,D3,1,Lethal Hits,
Chief Librarian Mephiston,Imperium - Adeptus Astartes - Blood Angels,,ab35-2c36-9389-d1d5,110,1,5,6,2,5,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,➤ Plasma pistol - supercharge,Ranged,1,2,8,-3,2,1,,
Commander Dante,Imperium - Adeptus Astartes - Blood Angels,,7323-ebf-9afe-7e7a,125,1,4,6,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Perdition,Ranged,1,2,9,-4,D6,1,"Sustained Hits 2, Melta 2",sustained D3 -> 2 (mean)
Commander Dante,Imperium - Adeptus Astartes - Blood Angels,,7323-ebf-9afe-7e7a,125,1,4,6,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,The Axe Mortalis,Melee,8,2,8,-3,2,1,Lethal Hits,
Death Company Captain,Imperium - Adeptus Astartes - Blood Angels,,4743-6dc9-fda7-0a8c,70,1,4,5,3,4,,1,6.0,"CHARACTER, INFANTRY",,Master-crafted Chainsword,Melee,7,2,4,-1,2,1,,
Death Company Captain,Imperium - Adeptus Astartes - Blood Angels,,4743-6dc9-fda7-0a8c,70,1,4,5,3,4,,1,6.0,"CHARACTER, INFANTRY",,Heavy Bolt Pistol,Ranged,1,2,4,-1,1,1,,
Death Company Captain with Jump Pack,Imperium - Adeptus Astartes - Blood Angels,,2574-a949-ae3f-58c2,75,1,4,5,3,4,,1,12.0,"CHARACTER, FLY, INFANTRY",,Power fist,Melee,5,2,8,-2,2,1,,
Death Company Captain with Jump Pack,Imperium - Adeptus Astartes - Blood Angels,,2574-a949-ae3f-58c2,75,1,4,5,3,4,,1,12.0,"CHARACTER, FLY, INFANTRY",,Heavy Bolt Pistol,Ranged,1,2,4,-1,1,1,,
Death Company Dreadnought,Imperium - Adeptus Astartes - Blood Angels,,3b6e-cc3e-c2a4-0cbd,150,1,10,12,2,,,4,8.0,"VEHICLE, WALKER",,Twin Icarus ironhail heavy stubber,Ranged,3,3,4,0,1,1,"Twin-linked, Rapid Fire 3, Anti-Fly 4+",
Death Company Dreadnought,Imperium - Adeptus Astartes - Blood Angels,,3b6e-cc3e-c2a4-0cbd,150,1,10,12,2,,,4,8.0,"VEHICLE, WALKER",,Blood Fists,Melee,6,3,12,-2,3,1,Twin-linked,
Death Company Dreadnought,Imperium - Adeptus Astartes - Blood Angels,,3b6e-cc3e-c2a4-0cbd,150,1,10,12,2,,,4,8.0,"VEHICLE, WALKER",,Blood Fist Bolt Rifles,Ranged,4,3,4,-1,1,1,Twin-linked,
Death Company Dreadnought,Imperium - Adeptus Astartes - Blood Angels,,3b6e-cc3e-c2a4-0cbd,150,1,10,12,2,,,4,8.0,"VEHICLE, WALKER",,Twin heavy bolter,Ranged,3,3,5,-1,2,1,"Sustained Hits 1, Twin-linked",
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Bolt pistol,Ranged,1,3,4,0,1,3,,
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Close combat weapon,Melee,3,3,4,0,1,3,,
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Bolt Rifle,Ranged,2,3,4,-1,1,3,Heavy,
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Bolt pistol,Ranged,1,3,4,0,1,2,,
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Close combat weapon,Melee,3,3,4,0,1,2,,
Death Company Intercessors,Imperium - Adeptus Astartes - Blood Angels,,bb83-db85-6ce1-9a61,75,5,4,2,3,,,1,6.0,INFANTRY,,Bolt Rifle,Ranged,2,3,4,-1,1,2,Heavy,
Death Company Marines,Imperium - Adeptus Astartes - Blood Angels,,3825-ac3a-75ec-fa0d,85,5,4,2,3,,,1,6.0,INFANTRY,,Heavy Bolt Pistol,Ranged,1,3,4,-1,1,2,,
Death Company Marines,Imperium - Adeptus Astartes - Blood Angels,,3825-ac3a-75ec-fa0d,85,5,4,2,3,,,1,6.0,INFANTRY,,Astartes Chainsword,Melee,4,3,4,-1,1,2,,
Death Company Marines,Imperium - Adeptus Astartes - Blood Angels,,3825-ac3a-75ec-fa0d,85,5,4,2,3,,,1,6.0,INFANTRY,,Heavy Bolt Pistol,Ranged,1,3,4,-1,1,3,,
Death Company Marines,Imperium - Adeptus Astartes - Blood Angels,,3825-ac3a-75ec-fa0d,85,5,4,2,3,,,1,6.0,INFANTRY,,Astartes Chainsword,Melee,4,3,4,-1,1,3,,
Death Company Marines with Bolt Rifles,Imperium - Adeptus Astartes - Blood Angels,,4aab-3ca5-0435-ed5e,80,5,4,2,3,,,1,6.0,INFANTRY,,Bolt Rifle,Ranged,2,3,4,-1,1,5,Heavy,
Death Company Marines with Bolt Rifles,Imperium - Adeptus Astartes - Blood Angels,,4aab-3ca5-0435-ed5e,80,5,4,2,3,,,1,6.0,INFANTRY,,Bolt pistol,Ranged,1,3,4,0,1,5,,
Death Company Marines with Bolt Rifles,Imperium - Adeptus Astartes - Blood Angels,,4aab-3ca5-0435-ed5e,80,5,4,2,3,,,1,6.0,INFANTRY,,Close combat weapon,Melee,3,3,4,0,1,5,,
Death Company Marines with Jump Packs,Imperium - Adeptus Astartes - Blood Angels,,65f6-18df-f6df-7e39,115,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,Astartes Chainsword,Melee,4,3,4,-1,1,5,,
Death Company Marines with Jump Packs,Imperium - Adeptus Astartes - Blood Angels,,65f6-18df-f6df-7e39,115,5,4,2,3,,,1,12.0,"FLY, INFANTRY",,Heavy Bolt Pistol,Ranged,1,3,4,-1,1,5,,
Lemartes,Imperium - Adeptus Astartes - Blood Angels,,cbc2-18c9-45b6-6327,100,1,4,4,3,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,The Blood Crozius,Melee,5,2,6,-2,2,1,Lethal Hits,
Lemartes,Imperium - Adeptus Astartes - Blood Angels,,cbc2-18c9-45b6-6327,100,1,4,4,3,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Absolvor Bolt Pistol,Ranged,1,2,5,-1,2,1,,
Sanguinary Guard,Imperium - Adeptus Astartes - Blood Angels,,25e4-ead-faac-2531,120,3,4,3,2,4,,1,12.0,"FLY, INFANTRY",,Encarmine Blade,Melee,4,2,6,-3,2,3,,
Sanguinary Guard,Imperium - Adeptus Astartes - Blood Angels,,25e4-ead-faac-2531,120,3,4,3,2,4,,1,12.0,"FLY, INFANTRY",,Angelus Boltgun,Ranged,2,3,4,0,1,3,,
Sanguinary Priest,Imperium - Adeptus Astartes - Blood Angels,,f80-be5-d17c-db23,75,1,4,4,3,,,1,6.0,"CHARACTER, INFANTRY",,Absolvor bolt pistol,Ranged,1,3,5,-1,2,1,,
Sanguinary Priest,Imperium - Adeptus Astartes - Blood Angels,,f80-be5-d17c-db23,75,1,4,4,3,,,1,6.0,"CHARACTER, INFANTRY",,Astartes Chainsword,Melee,5,3,4,-1,1,1,,
The Sanguinor,Imperium - Adeptus Astartes - Blood Angels,,29f1-bb28-6424-6d14,120,1,4,7,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Encarmine Broadsword,Melee,8,2,6,-3,2,1,Devastating Wounds,
Asmodai,Imperium - Adeptus Astartes - Dark Angels,,9bf9-1e30-e4b4-939c,70,1,4,4,3,4,,1,6.0,"CHARACTER, EPIC HERO, INFANTRY",,Heavy Bolt Pistol,Ranged,1,3,4,-1,1,1,,
Asmodai,Imperium - Adeptus Astartes - Dark Angels,,9bf9-1e30-e4b4-939c,70,1,4,4,3,4,,1,6.0,"CHARACTER, EPIC HERO, INFANTRY",,➤ Crozius Arcanum and Power Weapon - strike,Melee,5,2,6,-2,2,1,,
Azrael,Imperium - Adeptus Astartes - Dark Angels,,81bd-ce4e-229f-a88,140,1,4,6,2,4,,1,6.0,"CHARACTER, EPIC HERO, INFANTRY",,Lion's Wrath,Ranged,2,2,8,-3,2,1,"Devastating Wounds, Rapid Fire 1, Anti-Infantry 4+",
